order_id,order_date,region,segment,category,sub_category,quantity,discount,sales,profit
ORD-104028,2024-01-05,Dubai,Consumer,Furniture,Chairs,7,0.0,1969.21,551.38
ORD-102562,2024-01-05,Sharjah,Corporate,Furniture,Tables,5,0.0,2871.44,804.0
ORD-102357,2024-01-05,Dubai,Consumer,Furniture,Tables,8,0.15,5147.1,977.95
ORD-100363,2024-01-06,Dubai,SMB,Office Supplies,Binders,3,0.0,275.02,115.51
ORD-105878,2024-01-06,Abu Dhabi,Consumer,Furniture,Chairs,3,0.1,2028.2,446.2
ORD-104153,2024-01-06,Abu Dhabi,Consumer,Technology,Phones,8,0.1,3696.88,369.69
ORD-102737,2024-01-06,Sharjah,SMB,Office Supplies,Storage,2,0.0,65.84,27.65
ORD-101909,2024-01-06,Abu Dhabi,SMB,Technology,Monitors,8,0.0,3733.32,597.33
ORD-104999,2024-01-07,Sharjah,SMB,Furniture,Storage,5,0.0,1515.99,424.48
ORD-101594,2024-01-07,Dubai,Corporate,Office Supplies,Storage,3,0.2,154.26,46.28
ORD-101994,2024-01-07,Northern Emirates,SMB,Furniture,Storage,6,0.3,2876.19,287.62
ORD-101375,2024-01-07,Dubai,Consumer,Technology,Monitors,1,0.15,1053.02,73.71
ORD-104801,2024-01-08,Sharjah,Consumer,Technology,Accessories,8,0.0,4702.02,752.32
ORD-103669,2024-01-08,Dubai,Consumer,Office Supplies,Paper,6,0.1,290.7,104.65
ORD-101596,2024-01-08,Dubai,SMB,Office Supplies,Storage,7,0.15,544.76,179.77
ORD-103373,2024-01-08,Dubai,Consumer,Furniture,Tables,3,0.0,1880.0,526.4
ORD-104316,2024-01-08,Dubai,Corporate,Furniture,Bookcases,5,0.15,1859.05,353.22
ORD-103554,2024-01-08,Sharjah,Consumer,Technology,Accessories,7,0.0,6036.47,965.84
ORD-100534,2024-01-08,Dubai,Corporate,Technology,Accessories,4,0.0,1151.24,184.2
ORD-101863,2024-01-08,Sharjah,Consumer,Furniture,Storage,1,0.2,165.93,26.55
ORD-104415,2024-01-08,Abu Dhabi,Consumer,Furniture,Storage,6,0.1,2080.17,457.64
ORD-103356,2024-01-09,Sharjah,Consumer,Office Supplies,Pens,8,0.1,361.47,130.13
ORD-101865,2024-01-09,Abu Dhabi,Corporate,Furniture,Tables,3,0.1,1912.05,420.65
ORD-102003,2024-01-09,Sharjah,Consumer,Technology,Monitors,4,0.0,3101.34,496.21
ORD-103643,2024-01-09,Dubai,Consumer,Office Supplies,Paper,5,0.0,200.59,84.25
ORD-104170,2024-01-10,Abu Dhabi,Corporate,Office Supplies,Storage,3,0.15,158.16,52.19
ORD-104250,2024-01-10,Dubai,Consumer,Furniture,Chairs,5,0.3,2174.18,217.42
ORD-102578,2024-01-10,Abu Dhabi,Consumer,Furniture,Storage,3,0.0,1296.96,363.15
ORD-101592,2024-01-10,Dubai,Consumer,Furniture,Bookcases,1,0.15,646.71,122.87
ORD-104183,2024-01-10,Abu Dhabi,Consumer,Furniture,Tables,6,0.0,2110.74,591.01
ORD-100376,2024-01-10,Sharjah,SMB,Furniture,Storage,8,0.0,3407.76,954.17
ORD-102097,2024-01-10,Sharjah,Consumer,Office Supplies,Binders,6,0.0,221.86,93.18
ORD-100326,2024-01-10,Sharjah,Consumer,Technology,Phones,5,0.1,4347.29,434.73
ORD-104590,2024-01-10,Sharjah,Consumer,Office Supplies,Binders,8,0.0,186.56,78.36
ORD-100557,2024-01-11,Abu Dhabi,SMB,Office Supplies,Paper,6,0.0,267.92,112.53
ORD-103311,2024-01-11,Dubai,Consumer,Office Supplies,Binders,8,0.0,253.9,106.64
ORD-104507,2024-01-11,Dubai,Consumer,Furniture,Bookcases,6,0.1,1299.39,285.87
ORD-104868,2024-01-11,Abu Dhabi,Corporate,Technology,Laptops,2,0.2,1589.38,63.58
ORD-100105,2024-01-11,Northern Emirates,SMB,Technology,Accessories,3,0.15,2465.17,172.56
ORD-101565,2024-01-11,Abu Dhabi,Consumer,Technology,Accessories,2,0.2,1397.34,55.89
ORD-101491,2024-01-11,Dubai,Corporate,Furniture,Tables,8,0.3,4001.36,400.14
ORD-104876,2024-01-12,Dubai,Consumer,Office Supplies,Paper,2,0.0,88.77,37.28
ORD-102197,2024-01-12,Dubai,SMB,Office Supplies,Binders,1,0.1,63.96,23.03
ORD-103528,2024-01-12,Dubai,Consumer,Office Supplies,Storage,8,0.1,220.98,79.55
ORD-104243,2024-01-12,Sharjah,Consumer,Furniture,Chairs,7,0.0,3222.88,902.41
ORD-100566,2024-01-12,Abu Dhabi,Consumer,Furniture,Storage,8,0.0,7262.97,2033.63
ORD-104962,2024-01-12,Abu Dhabi,Consumer,Technology,Accessories,7,0.15,6815.05,477.05
ORD-101098,2024-01-12,Sharjah,SMB,Office Supplies,Pens,3,0.3,96.03,23.05
ORD-105583,2024-01-12,Dubai,SMB,Technology,Laptops,4,0.15,1764.05,123.48
ORD-103053,2024-01-12,Sharjah,Corporate,Technology,Laptops,7,0.1,5413.27,541.33
ORD-104823,2024-01-12,Dubai,Corporate,Furniture,Storage,2,0.15,350.3,66.56
ORD-101024,2024-01-13,Sharjah,Corporate,Technology,Laptops,2,0.2,1917.07,76.68
ORD-101322,2024-01-13,Northern Emirates,Consumer,Office Supplies,Storage,1,0.15,49.79,16.43
ORD-101496,2024-01-13,Dubai,Consumer,Technology,Accessories,5,0.15,3350.34,234.52
ORD-104639,2024-01-13,Dubai,SMB,Technology,Monitors,7,0.1,3382.65,338.27
ORD-104403,2024-01-13,Dubai,Consumer,Furniture,Chairs,8,0.15,5301.16,1007.22
ORD-105730,2024-01-13,Abu Dhabi,Consumer,Technology,Accessories,6,0.3,6762.75,-135.25
ORD-102591,2024-01-13,Dubai,Consumer,Furniture,Bookcases,3,0.0,1166.35,326.58
ORD-105550,2024-01-13,Sharjah,SMB,Office Supplies,Binders,1,0.2,37.11,11.13
ORD-102140,2024-01-13,Dubai,Consumer,Office Supplies,Paper,8,0.3,428.23,102.78
ORD-103411,2024-01-13,Abu Dhabi,Corporate,Technology,Laptops,3,0.0,2350.51,376.08
ORD-102258,2024-01-13,Abu Dhabi,SMB,Furniture,Chairs,6,0.1,3233.17,711.3
ORD-103261,2024-01-13,Dubai,Corporate,Technology,Monitors,2,0.2,1175.76,47.03
ORD-102957,2024-01-14,Abu Dhabi,SMB,Office Supplies,Storage,4,0.15,225.92,74.55
ORD-102814,2024-01-14,Dubai,Consumer,Office Supplies,Binders,7,0.2,222.41,66.72
ORD-101127,2024-01-14,Dubai,Consumer,Technology,Phones,7,0.15,1029.14,72.04
ORD-104285,2024-01-14,Dubai,Consumer,Furniture,Bookcases,3,0.0,1309.68,366.71
ORD-100100,2024-01-15,Sharjah,Consumer,Technology,Phones,4,0.0,2278.95,364.63
ORD-104277,2024-01-15,Dubai,Consumer,Furniture,Storage,1,0.1,397.5,87.45
ORD-105665,2024-01-15,Abu Dhabi,SMB,Office Supplies,Storage,5,0.0,269.2,113.06
ORD-104980,2024-01-15,Dubai,Consumer,Furniture,Bookcases,7,0.1,4177.58,919.07
ORD-100894,2024-01-15,Dubai,Consumer,Technology,Phones,1,0.0,1149.48,183.92
ORD-105958,2024-01-15,Sharjah,Consumer,Office Supplies,Storage,8,0.1,487.37,175.45
ORD-101648,2024-01-15,Abu Dhabi,Consumer,Furniture,Storage,5,0.0,1960.13,548.84
ORD-101178,2024-01-15,Sharjah,Corporate,Office Supplies,Pens,8,0.2,623.14,186.94
ORD-104853,2024-01-15,Dubai,Consumer,Furniture,Bookcases,7,0.15,3169.34,602.17
ORD-100174,2024-01-15,Sharjah,Consumer,Office Supplies,Pens,8,0.1,253.3,91.19
ORD-102052,2024-01-15,Dubai,Corporate,Technology,Laptops,3,0.2,2568.49,102.74
ORD-105795,2024-01-16,Northern Emirates,Consumer,Office Supplies,Pens,1,0.15,37.84,12.49
ORD-103997,2024-01-16,Abu Dhabi,SMB,Office Supplies,Storage,7,0.0,284.84,119.63
ORD-104983,2024-01-16,Dubai,SMB,Furniture,Tables,1,0.1,223.61,49.19
ORD-104303,2024-01-16,Dubai,Consumer,Office Supplies,Binders,6,0.15,117.79,38.87
ORD-102873,2024-01-16,Abu Dhabi,Corporate,Furniture,Tables,1,0.0,546.54,153.03
ORD-102349,2024-01-16,Sharjah,SMB,Furniture,Chairs,5,0.1,1687.4,371.23
ORD-104255,2024-01-16,Abu Dhabi,Consumer,Office Supplies,Binders,5,0.15,337.18,111.27
ORD-103787,2024-01-16,Dubai,Corporate,Technology,Laptops,5,0.1,2414.25,241.42
ORD-104703,2024-01-16,Dubai,Corporate,Office Supplies,Pens,7,0.0,228.58,96.0
ORD-100635,2024-01-16,Dubai,Corporate,Furniture,Storage,3,0.1,1180.42,259.69
ORD-102885,2024-01-16,Northern Emirates,Corporate,Office Supplies,Storage,3,0.1,37.26,13.41
ORD-105423,2024-01-17,Dubai,SMB,Technology,Phones,7,0.0,3936.44,629.83
ORD-100908,2024-01-17,Abu Dhabi,Corporate,Office Supplies,Storage,7,0.3,230.15,55.24
ORD-104455,2024-01-17,Northern Emirates,Consumer,Technology,Monitors,3,0.2,1889.32,75.57
ORD-102595,2024-01-17,Dubai,SMB,Technology,Monitors,4,0.2,2193.59,87.74
ORD-103783,2024-01-17,Northern Emirates,SMB,Furniture,Storage,6,0.1,2083.06,458.27
ORD-105228,2024-01-17,Northern Emirates,Corporate,Office Supplies,Binders,2,0.1,84.16,30.3
ORD-105850,2024-01-17,Dubai,SMB,Furniture,Chairs,1,0.1,314.05,69.09
ORD-100756,2024-01-17,Abu Dhabi,SMB,Office Supplies,Pens,4,0.0,227.64,95.61
ORD-101156,2024-01-17,Abu Dhabi,Consumer,Office Supplies,Pens,1,0.15,61.27,20.22
ORD-104914,2024-01-17,Dubai,Consumer,Technology,Phones,5,0.0,2583.31,413.33
ORD-101393,2024-01-18,Sharjah,Consumer,Office Supplies,Paper,4,0.15,169.67,55.99
ORD-101752,2024-01-18,Abu Dhabi,SMB,Technology,Phones,2,0.2,1558.53,62.34
ORD-102448,2024-01-18,Dubai,Corporate,Office Supplies,Storage,6,0.0,252.37,106.0
ORD-101468,2024-01-18,Dubai,Consumer,Office Supplies,Binders,6,0.0,297.09,124.78
ORD-100276,2024-01-18,Sharjah,SMB,Office Supplies,Binders,5,0.2,253.27,75.98
ORD-105886,2024-01-18,Dubai,Corporate,Office Supplies,Pens,4,0.2,187.41,56.22
ORD-104433,2024-01-18,Abu Dhabi,Consumer,Technology,Monitors,5,0.15,2837.44,198.62
ORD-105202,2024-01-18,Dubai,Consumer,Technology,Laptops,4,0.2,1956.76,78.27
ORD-104904,2024-01-19,Abu Dhabi,SMB,Technology,Accessories,3,0.0,1864.81,298.37
ORD-104127,2024-01-19,Northern Emirates,SMB,Technology,Accessories,3,0.15,2781.44,194.7
ORD-104857,2024-01-19,Abu Dhabi,Corporate,Furniture,Chairs,6,0.1,2786.57,613.05
ORD-104870,2024-01-19,Northern Emirates,Consumer,Office Supplies,Binders,4,0.15,129.91,42.87
ORD-103211,2024-01-19,Abu Dhabi,SMB,Office Supplies,Paper,6,0.15,311.44,102.78
ORD-104024,2024-01-19,Northern Emirates,Consumer,Furniture,Storage,7,0.15,1365.07,259.36
ORD-102403,2024-01-19,Abu Dhabi,Consumer,Office Supplies,Pens,2,0.1,95.24,34.29
ORD-102018,2024-01-19,Abu Dhabi,Consumer,Furniture,Chairs,3,0.0,930.79,260.62
ORD-101510,2024-01-19,Sharjah,Consumer,Furniture,Tables,1,0.0,177.45,49.69
ORD-105735,2024-01-19,Abu Dhabi,Consumer,Technology,Laptops,6,0.0,4426.27,708.2
ORD-100343,2024-01-19,Abu Dhabi,Consumer,Furniture,Bookcases,6,0.0,1968.51,551.18
ORD-100372,2024-01-19,Northern Emirates,Consumer,Office Supplies,Binders,4,0.15,218.79,72.2
ORD-101405,2024-01-19,Sharjah,SMB,Technology,Phones,4,0.0,3659.01,585.44
ORD-105240,2024-01-19,Abu Dhabi,Consumer,Technology,Phones,2,0.0,1495.44,239.27
ORD-104726,2024-01-20,Dubai,Corporate,Furniture,Tables,2,0.15,1532.49,291.17
ORD-102883,2024-01-20,Dubai,Corporate,Office Supplies,Pens,5,0.3,221.57,53.18
ORD-104675,2024-01-20,Dubai,Corporate,Furniture,Tables,5,0.0,1852.93,518.82
ORD-102656,2024-01-20,Northern Emirates,Consumer,Technology,Monitors,7,0.0,7893.96,1263.03
ORD-100496,2024-01-20,Dubai,SMB,Office Supplies,Paper,6,0.3,417.72,100.25
ORD-105949,2024-01-20,Dubai,Consumer,Office Supplies,Storage,4,0.0,199.47,83.78
ORD-101956,2024-01-20,Abu Dhabi,Consumer,Technology,Accessories,1,0.0,515.74,82.52
ORD-105064,2024-01-20,Sharjah,Corporate,Office Supplies,Storage,5,0.0,285.8,120.04
ORD-100947,2024-01-20,Dubai,Consumer,Furniture,Bookcases,4,0.0,1545.54,432.75
ORD-100564,2024-01-20,Dubai,SMB,Furniture,Bookcases,7,0.0,1497.89,419.41
ORD-101804,2024-01-20,Dubai,Consumer,Technology,Laptops,6,0.1,4249.68,424.97
ORD-101370,2024-01-21,Dubai,Corporate,Technology,Monitors,7,0.0,4998.7,799.79
ORD-101207,2024-01-21,Northern Emirates,Consumer,Furniture,Bookcases,1,0.0,383.49,107.38
ORD-105818,2024-01-21,Abu Dhabi,Consumer,Technology,Accessories,5,0.0,434.48,69.52
ORD-104369,2024-01-21,Dubai,Corporate,Furniture,Tables,8,0.2,2373.98,379.84
ORD-101379,2024-01-21,Dubai,Consumer,Technology,Phones,8,0.0,8608.23,1377.32
ORD-104084,2024-01-21,Abu Dhabi,Consumer,Furniture,Bookcases,2,0.1,580.63,127.74
ORD-104964,2024-01-21,Sharjah,SMB,Technology,Laptops,5,0.0,1648.59,263.77
ORD-100605,2024-01-21,Dubai,Consumer,Furniture,Chairs,7,0.0,2138.69,598.83
ORD-100124,2024-01-22,Abu Dhabi,Consumer,Office Supplies,Binders,5,0.2,198.55,59.56
ORD-104723,2024-01-22,Northern Emirates,Corporate,Technology,Phones,5,0.2,5230.46,209.22
ORD-103549,2024-01-22,Dubai,Consumer,Technology,Accessories,5,0.0,1698.68,271.79
ORD-105139,2024-01-22,Abu Dhabi,Corporate,Technology,Accessories,2,0.1,1940.19,194.02
ORD-102271,2024-01-22,Dubai,Corporate,Office Supplies,Pens,3,0.2,152.34,45.7
ORD-103676,2024-01-22,Abu Dhabi,SMB,Technology,Monitors,5,0.0,2670.15,427.22
ORD-103083,2024-01-22,Dubai,Consumer,Office Supplies,Storage,5,0.0,276.17,115.99
ORD-101864,2024-01-22,Dubai,Consumer,Technology,Monitors,1,0.2,901.34,36.05
ORD-104548,2024-01-22,Sharjah,SMB,Technology,Accessories,6,0.0,4549.74,727.96
ORD-104194,2024-01-22,Sharjah,SMB,Office Supplies,Binders,1,0.0,40.58,17.04
ORD-102530,2024-01-22,Dubai,SMB,Furniture,Tables,6,0.1,4468.64,983.1
ORD-105049,2024-01-23,Dubai,SMB,Technology,Laptops,2,0.3,885.77,-17.72
ORD-100309,2024-01-23,Sharjah,SMB,Technology,Accessories,5,0.0,1856.53,297.04
ORD-104295,2024-01-23,Northern Emirates,Corporate,Furniture,Bookcases,4,0.0,1819.85,509.56
ORD-103585,2024-01-23,Dubai,Corporate,Technology,Monitors,4,0.0,2150.65,344.1
ORD-103433,2024-01-23,Abu Dhabi,Consumer,Office Supplies,Storage,3,0.1,154.32,55.56
ORD-102313,2024-01-23,Sharjah,Corporate,Office Supplies,Binders,8,0.0,627.49,263.55
ORD-100418,2024-01-23,Dubai,SMB,Furniture,Chairs,3,0.15,1389.35,263.98
ORD-104125,2024-01-23,Abu Dhabi,Consumer,Office Supplies,Paper,1,0.0,46.64,19.59
ORD-101628,2024-01-23,Dubai,SMB,Technology,Laptops,7,0.2,5976.64,239.07
ORD-102390,2024-01-23,Dubai,Consumer,Furniture,Storage,6,0.0,1888.65,528.82
ORD-102307,2024-01-23,Abu Dhabi,Corporate,Office Supplies,Storage,8,0.1,410.59,147.81
ORD-101873,2024-01-23,Abu Dhabi,Consumer,Furniture,Chairs,5,0.3,3264.21,326.42
ORD-102123,2024-01-24,Northern Emirates,Consumer,Furniture,Bookcases,6,0.15,3619.96,687.79
ORD-101013,2024-01-24,Abu Dhabi,SMB,Office Supplies,Binders,8,0.15,363.85,120.07
ORD-100818,2024-01-24,Dubai,Corporate,Technology,Monitors,4,0.1,1712.62,171.26
ORD-103230,2024-01-24,Dubai,SMB,Office Supplies,Storage,4,0.0,65.82,27.64
ORD-105441,2024-01-24,Dubai,Corporate,Technology,Phones,5,0.0,3434.27,549.48
ORD-102363,2024-01-24,Northern Emirates,Consumer,Technology,Monitors,1,0.0,514.23,82.28
ORD-100392,2024-01-24,Abu Dhabi,Consumer,Technology,Laptops,2,0.1,754.97,75.5
ORD-104102,2024-01-24,Dubai,Consumer,Technology,Laptops,2,0.15,793.44,55.54
ORD-104352,2024-01-25,Dubai,Consumer,Office Supplies,Paper,7,0.0,386.17,162.19
ORD-103524,2024-01-25,Abu Dhabi,SMB,Technology,Accessories,7,0.15,5924.67,414.73
ORD-102583,2024-01-25,Northern Emirates,Consumer,Furniture,Tables,4,0.3,1285.11,128.51
ORD-101142,2024-01-25,Abu Dhabi,Corporate,Technology,Laptops,1,0.0,624.57,99.93
ORD-102100,2024-01-25,Abu Dhabi,Consumer,Office Supplies,Paper,3,0.1,124.48,44.81
ORD-105011,2024-01-25,Dubai,Consumer,Furniture,Bookcases,6,0.15,48.0,9.12
ORD-101756,2024-01-25,Abu Dhabi,Corporate,Office Supplies,Binders,2,0.3,70.74,16.98
ORD-102968,2024-01-25,Abu Dhabi,Consumer,Furniture,Tables,6,0.0,4085.03,1143.81
ORD-102139,2024-01-25,Abu Dhabi,SMB,Office Supplies,Binders,6,0.15,276.09,91.11
ORD-102436,2024-01-25,Dubai,Corporate,Technology,Accessories,8,0.0,5834.3,933.49
ORD-100695,2024-01-25,Dubai,Corporate,Furniture,Bookcases,4,0.3,1443.65,144.37
ORD-104228,2024-01-26,Abu Dhabi,Consumer,Furniture,Bookcases,4,0.0,2328.12,651.87
ORD-103192,2024-01-26,Abu Dhabi,Consumer,Furniture,Bookcases,4,0.0,2182.72,611.16
ORD-102795,2024-01-26,Dubai,SMB,Technology,Laptops,8,0.1,6964.1,696.41
ORD-102809,2024-01-26,Dubai,SMB,Technology,Monitors,3,0.0,1654.6,264.74
ORD-100839,2024-01-26,Abu Dhabi,Consumer,Technology,Laptops,2,0.2,1006.93,40.28
ORD-102219,2024-01-26,Northern Emirates,Corporate,Furniture,Tables,2,0.0,1017.14,284.8
ORD-101719,2024-01-26,Dubai,SMB,Furniture,Bookcases,4,0.3,182.19,18.22
ORD-104233,2024-01-26,Abu Dhabi,Consumer,Office Supplies,Storage,8,0.1,64.0,23.04
ORD-104205,2024-01-26,Dubai,Consumer,Technology,Phones,7,0.1,4130.24,413.02
ORD-100218,2024-01-26,Abu Dhabi,SMB,Furniture,Tables,6,0.0,3335.27,933.88
ORD-104665,2024-01-26,Dubai,SMB,Technology,Monitors,3,0.0,2612.13,417.94
ORD-100330,2024-01-26,Sharjah,Consumer,Technology,Phones,1,0.2,438.05,17.52
ORD-105287,2024-01-27,Northern Emirates,Corporate,Office Supplies,Storage,2,0.0,87.13,36.59
ORD-104611,2024-01-27,Dubai,Consumer,Office Supplies,Pens,1,0.15,27.66,9.13
ORD-100275,2024-01-27,Sharjah,Corporate,Technology,Monitors,4,0.1,4690.67,469.07
ORD-105611,2024-01-27,Sharjah,SMB,Office Supplies,Pens,5,0.2,132.61,39.78
ORD-104746,2024-01-27,Abu Dhabi,SMB,Technology,Laptops,3,0.1,721.97,72.2
ORD-105079,2024-01-27,Dubai,SMB,Furniture,Bookcases,2,0.1,1005.46,221.2
ORD-103630,2024-01-27,Northern Emirates,Consumer,Furniture,Chairs,5,0.0,2072.84,580.4
ORD-102033,2024-01-27,Abu Dhabi,Corporate,Technology,Accessories,3,0.0,1373.17,219.71
ORD-101954,2024-01-27,Dubai,SMB,Technology,Monitors,3,0.15,2444.74,171.13
ORD-103821,2024-01-28,Dubai,Corporate,Furniture,Chairs,2,0.15,490.47,93.19
ORD-104371,2024-01-28,Dubai,Consumer,Technology,Laptops,5,0.0,3960.15,633.62
ORD-101294,2024-01-28,Sharjah,SMB,Furniture,Tables,7,0.3,258.01,25.8
ORD-101125,2024-01-28,Dubai,Consumer,Furniture,Chairs,1,0.0,576.43,161.4
ORD-105020,2024-01-28,Northern Emirates,Consumer,Furniture,Storage,4,0.15,202.61,38.5
ORD-100282,2024-01-28,Abu Dhabi,Consumer,Office Supplies,Binders,8,0.0,186.21,78.21
ORD-103609,2024-01-29,Abu Dhabi,Corporate,Office Supplies,Paper,3,0.0,83.11,34.91
ORD-102950,2024-01-29,Abu Dhabi,Corporate,Furniture,Chairs,6,0.0,3194.72,894.52
ORD-100149,2024-01-29,Dubai,Consumer,Technology,Accessories,4,0.0,3017.02,482.72
ORD-102242,2024-01-29,Dubai,Consumer,Technology,Monitors,4,0.0,3597.7,575.63
ORD-101533,2024-01-29,Northern Emirates,Consumer,Furniture,Tables,5,0.15,1566.57,297.65
ORD-103668,2024-01-29,Northern Emirates,Consumer,Technology,Accessories,4,0.0,3491.21,558.59
ORD-101173,2024-01-29,Abu Dhabi,SMB,Office Supplies,Storage,6,0.0,198.45,83.35
ORD-102923,2024-01-29,Northern Emirates,Corporate,Furniture,Bookcases,7,0.15,1619.3,307.67
ORD-100316,2024-01-29,Abu Dhabi,SMB,Furniture,Bookcases,8,0.15,5609.55,1065.81
ORD-100020,2024-01-30,Abu Dhabi,Consumer,Technology,Monitors,5,0.0,4279.14,684.66
ORD-105530,2024-01-30,Dubai,Consumer,Technology,Phones,3,0.15,2548.94,178.43
ORD-102847,2024-01-30,Dubai,Corporate,Technology,Accessories,8,0.15,2520.67,176.45
ORD-100397,2024-01-30,Dubai,Corporate,Office Supplies,Binders,1,0.15,47.55,15.69
ORD-101990,2024-01-30,Dubai,Consumer,Technology,Phones,6,0.0,4117.1,658.74
ORD-101886,2024-01-30,Abu Dhabi,Consumer,Office Supplies,Pens,6,0.0,205.96,86.5
ORD-103890,2024-01-31,Sharjah,Consumer,Furniture,Chairs,8,0.3,1946.1,194.61
ORD-105768,2024-01-31,Dubai,Consumer,Office Supplies,Pens,3,0.0,143.43,60.24
ORD-100294,2024-01-31,Northern Emirates,Consumer,Technology,Phones,5,0.1,2956.66,295.67
ORD-104346,2024-01-31,Dubai,Consumer,Office Supplies,Storage,5,0.0,254.5,106.89
ORD-100965,2024-01-31,Dubai,Corporate,Furniture,Bookcases,5,0.2,1971.0,315.36
ORD-102489,2024-01-31,Northern Emirates,SMB,Furniture,Chairs,7,0.15,2352.15,446.91
ORD-104768,2024-01-31,Dubai,Corporate,Technology,Laptops,1,0.0,452.86,72.46
ORD-105716,2024-01-31,Abu Dhabi,Consumer,Technology,Phones,8,0.0,5226.25,836.2
ORD-102513,2024-01-31,Sharjah,Consumer,Office Supplies,Pens,7,0.15,354.28,116.91
ORD-105010,2024-02-01,Dubai,Consumer,Office Supplies,Storage,8,0.0,193.95,81.46
ORD-100857,2024-02-01,Sharjah,Consumer,Furniture,Chairs,3,0.1,1150.28,253.06
ORD-101732,2024-02-01,Northern Emirates,Consumer,Office Supplies,Pens,2,0.2,63.98,19.19
ORD-103562,2024-02-01,Sharjah,Consumer,Office Supplies,Binders,5,0.0,151.96,63.82
ORD-100435,2024-02-01,Abu Dhabi,Corporate,Furniture,Chairs,2,0.0,1581.42,442.8
ORD-100241,2024-02-01,Dubai,Corporate,Technology,Laptops,7,0.0,4102.93,656.47
ORD-101733,2024-02-01,Abu Dhabi,Consumer,Technology,Accessories,4,0.15,2091.18,146.38
ORD-101558,2024-02-01,Northern Emirates,SMB,Technology,Phones,3,0.1,1990.0,199.0
ORD-105090,2024-02-01,Abu Dhabi,Consumer,Office Supplies,Storage,5,0.15,319.86,105.55
ORD-101759,2024-02-01,Dubai,Consumer,Office Supplies,Storage,7,0.2,301.2,90.36
ORD-105855,2024-02-01,Sharjah,Corporate,Technology,Laptops,5,0.15,2168.25,151.78
ORD-105147,2024-02-01,Abu Dhabi,SMB,Office Supplies,Pens,7,0.0,216.64,90.99
ORD-104232,2024-02-01,Abu Dhabi,Corporate,Technology,Laptops,1,0.1,173.54,17.35
ORD-104776,2024-02-02,Sharjah,Corporate,Office Supplies,Binders,6,0.0,115.14,48.36
ORD-105574,2024-02-02,Abu Dhabi,Corporate,Furniture,Bookcases,5,0.1,1563.23,343.91
ORD-103391,2024-02-02,Dubai,Consumer,Office Supplies,Pens,2,0.0,20.36,8.55
ORD-102364,2024-02-02,Sharjah,Consumer,Office Supplies,Binders,4,0.15,291.67,96.25
ORD-103529,2024-02-02,Abu Dhabi,Corporate,Office Supplies,Pens,1,0.15,45.5,15.01
ORD-105105,2024-02-02,Dubai,Corporate,Furniture,Storage,4,0.0,1302.17,364.61
ORD-104800,2024-02-02,Sharjah,Consumer,Technology,Accessories,7,0.0,2644.94,423.19
ORD-103732,2024-02-02,Sharjah,Consumer,Furniture,Bookcases,6,0.1,1988.04,437.37
ORD-104831,2024-02-03,Sharjah,Consumer,Technology,Phones,3,0.2,1611.99,64.48
ORD-101894,2024-02-03,Dubai,Consumer,Furniture,Bookcases,6,0.0,2048.44,573.56
ORD-105260,2024-02-03,Dubai,SMB,Technology,Laptops,7,0.1,2956.63,295.66
ORD-103334,2024-02-03,Abu Dhabi,Consumer,Technology,Laptops,6,0.0,3344.96,535.19
ORD-100992,2024-02-03,Sharjah,Consumer,Technology,Laptops,8,0.0,3783.98,605.44
ORD-104869,2024-02-03,Abu Dhabi,Corporate,Technology,Accessories,5,0.0,2162.53,346.0
ORD-102627,2024-02-03,Abu Dhabi,Consumer,Office Supplies,Pens,8,0.2,65.8,19.74
ORD-103416,2024-02-03,Abu Dhabi,Consumer,Technology,Accessories,7,0.15,4079.04,285.53
ORD-105351,2024-02-04,Abu Dhabi,Consumer,Technology,Laptops,2,0.15,2221.9,155.53
ORD-103629,2024-02-04,Dubai,Consumer,Technology,Laptops,7,0.1,4276.71,427.67
ORD-102594,2024-02-04,Dubai,Consumer,Furniture,Bookcases,5,0.0,1798.62,503.61
ORD-102007,2024-02-04,Abu Dhabi,SMB,Office Supplies,Storage,4,0.15,207.06,68.33
ORD-100324,2024-02-04,Abu Dhabi,Consumer,Office Supplies,Binders,8,0.0,359.95,151.18
ORD-100895,2024-02-04,Abu Dhabi,Consumer,Office Supplies,Paper,5,0.1,187.8,67.61
ORD-104111,2024-02-04,Sharjah,Corporate,Furniture,Bookcases,6,0.0,3328.92,932.1
ORD-103068,2024-02-04,Sharjah,SMB,Technology,Laptops,7,0.2,4521.09,180.84
ORD-105987,2024-02-04,Northern Emirates,Consumer,Office Supplies,Binders,7,0.0,467.16,196.21
ORD-104016,2024-02-04,Dubai,Consumer,Furniture,Tables,8,0.0,4144.56,1160.48
ORD-105201,2024-02-04,Abu Dhabi,SMB,Office Supplies,Binders,4,0.3,297.16,71.32
ORD-103277,2024-02-04,Dubai,Corporate,Technology,Laptops,5,0.0,3787.63,606.02
ORD-101261,2024-02-04,Abu Dhabi,Consumer,Furniture,Storage,7,0.3,2899.46,289.95
ORD-104340,2024-02-04,Dubai,Corporate,Technology,Laptops,6,0.0,2839.4,454.3
ORD-100059,2024-02-04,Dubai,Consumer,Furniture,Storage,2,0.2,949.74,151.96
ORD-102274,2024-02-05,Northern Emirates,Corporate,Technology,Laptops,4,0.1,2270.86,227.09
ORD-100511,2024-02-05,Sharjah,Consumer,Office Supplies,Paper,3,0.2,135.51,40.65
