customer_id,tenure_months,monthly_charges,contract,support_calls,payment_method,churned
C11102,50,111.04,Month-to-month,0,Auto-pay,0
C11103,41,120.84,One year,3,Auto-pay,1
C11104,64,20.0,Month-to-month,0,Auto-pay,0
C11105,63,110.96,One year,0,Auto-pay,0
C11106,16,20.0,Two year,2,Auto-pay,0
C11107,34,73.11,One year,2,Manual,0
C11108,27,33.43,Month-to-month,2,Manual,0
C11109,48,58.57,One year,1,Auto-pay,0
C11110,7,78.15,One year,3,Manual,0
C11111,18,90.92,Month-to-month,4,Auto-pay,0
C11112,67,117.88,Month-to-month,0,Manual,0
C11113,57,34.64,Month-to-month,1,Auto-pay,0
C11114,58,109.69,One year,2,Manual,0
C11115,46,66.67,One year,1,Manual,0
C11116,55,67.31,Two year,2,Auto-pay,0
C11117,35,126.01,Two year,3,Auto-pay,0
C11118,32,100.27,Two year,2,Auto-pay,0
C11119,31,24.53,Two year,1,Manual,0
C11120,1,72.65,Month-to-month,0,Manual,1
C11121,23,52.57,Month-to-month,2,Auto-pay,0
C11122,69,61.96,Month-to-month,1,Auto-pay,0
C11123,55,71.06,One year,0,Auto-pay,0
C11124,28,88.9,One year,1,Auto-pay,0
C11125,11,37.34,Two year,0,Manual,0
C11126,18,68.35,One year,2,Auto-pay,0
C11127,44,63.16,One year,1,Auto-pay,0
C11128,61,86.52,Two year,0,Auto-pay,0
C11129,25,73.41,One year,2,Auto-pay,1
C11130,15,103.13,Month-to-month,0,Auto-pay,1
C11131,29,82.76,Month-to-month,2,Auto-pay,0
C11132,13,93.1,Two year,1,Auto-pay,0
C11133,33,81.99,One year,3,Manual,1
C11134,34,40.51,Month-to-month,1,Manual,0
C11135,22,63.76,Month-to-month,0,Manual,0
C11136,33,54.94,One year,1,Auto-pay,0
C11137,42,97.77,One year,2,Auto-pay,1
C11138,63,100.54,Two year,0,Manual,0
C11139,55,72.54,Month-to-month,2,Auto-pay,0
C11140,71,79.36,Two year,3,Auto-pay,0
C11141,41,27.62,Two year,1,Auto-pay,0
C11142,19,63.31,One year,1,Auto-pay,0
C11143,6,20.0,One year,1,Manual,1
C11144,15,99.27,Month-to-month,1,Manual,1
C11145,26,141.87,Month-to-month,1,Manual,1
C11146,34,59.0,Month-to-month,2,Manual,0
C11147,41,81.87,Month-to-month,1,Manual,1
C11148,32,87.52,Month-to-month,2,Manual,1
C11149,24,40.9,One year,1,Auto-pay,0
C11150,59,71.06,Month-to-month,1,Auto-pay,0
C11151,44,89.03,Two year,2,Manual,0
C11152,7,80.07,Two year,2,Auto-pay,0
C11153,38,76.79,Month-to-month,3,Auto-pay,1
C11154,12,66.11,Two year,2,Manual,0
C11155,57,50.52,Month-to-month,0,Auto-pay,0
C11156,15,95.28,Two year,2,Auto-pay,0
C11157,38,127.81,One year,0,Auto-pay,0
C11158,6,20.0,Month-to-month,2,Auto-pay,0
C11159,67,20.0,One year,1,Manual,0
C11160,5,38.56,One year,0,Auto-pay,1
C11161,46,61.76,Two year,4,Manual,0
C11162,37,67.13,One year,3,Auto-pay,0
C11163,5,78.81,One year,4,Auto-pay,1
C11164,64,77.17,One year,1,Manual,0
C11165,30,70.84,Two year,0,Auto-pay,0
C11166,59,113.16,One year,1,Auto-pay,0
C11167,33,47.23,One year,1,Manual,0
C11168,14,102.22,Month-to-month,0,Auto-pay,1
C11169,21,134.55,Two year,2,Auto-pay,0
C11170,11,30.88,Two year,2,Manual,0
C11171,30,20.0,Month-to-month,1,Manual,0
C11172,44,80.57,Two year,0,Auto-pay,0
C11173,39,94.4,Month-to-month,2,Auto-pay,0
C11174,24,76.09,One year,3,Auto-pay,0
C11175,26,20.0,Two year,1,Auto-pay,0
C11176,36,24.4,Month-to-month,0,Manual,0
C11177,21,59.76,One year,3,Auto-pay,0
C11178,51,87.47,Two year,1,Manual,0
C11179,24,64.36,Two year,1,Manual,1
C11180,64,81.4,One year,1,Auto-pay,0
C11181,18,80.56,Month-to-month,0,Manual,0
C11182,14,102.93,One year,1,Auto-pay,0
C11183,68,40.18,Month-to-month,1,Auto-pay,0
C11184,5,77.64,One year,0,Auto-pay,0
C11185,1,118.16,One year,1,Manual,0
C11186,17,51.3,Two year,0,Auto-pay,0
C11187,13,56.19,Month-to-month,0,Auto-pay,0
C11188,40,77.59,One year,0,Manual,0
C11189,62,43.28,One year,2,Auto-pay,0
C11190,7,40.07,One year,1,Auto-pay,0
C11191,37,64.59,One year,0,Manual,0
C11192,24,67.68,Month-to-month,2,Auto-pay,1
C11193,56,97.54,One year,2,Manual,0
C11194,22,48.1,Month-to-month,2,Manual,1
C11195,22,75.91,Two year,2,Auto-pay,1
C11196,8,112.03,Month-to-month,2,Manual,1
C11197,1,110.24,Two year,1,Auto-pay,0
C11198,70,71.69,Month-to-month,1,Auto-pay,0
C11199,31,80.67,Month-to-month,1,Auto-pay,0
C11200,61,47.84,One year,1,Manual,0
C11201,69,83.67,Month-to-month,2,Auto-pay,0
C11202,43,120.91,One year,1,Auto-pay,0
C11203,39,113.98,One year,2,Auto-pay,1
C11204,63,74.33,Month-to-month,0,Auto-pay,0
C11205,53,85.38,One year,0,Auto-pay,0
C11206,21,52.93,Month-to-month,2,Auto-pay,0
C11207,71,47.11,One year,0,Auto-pay,0
C11208,60,64.07,One year,3,Auto-pay,0
C11209,2,83.12,One year,3,Manual,1
C11210,49,96.66,Month-to-month,2,Auto-pay,1
C11211,3,72.62,One year,0,Manual,1
C11212,17,88.2,Month-to-month,1,Manual,1
C11213,45,20.0,Month-to-month,1,Auto-pay,0
C11214,48,80.11,Month-to-month,2,Auto-pay,0
C11215,16,56.39,Month-to-month,1,Manual,0
C11216,37,37.47,Two year,0,Manual,0
C11217,8,88.62,One year,3,Auto-pay,0
C11218,36,118.41,Month-to-month,2,Auto-pay,1
C11219,19,74.59,Two year,3,Auto-pay,1
C11220,67,101.39,One year,0,Manual,0
C11221,57,62.47,Month-to-month,0,Auto-pay,0
C11222,28,136.59,Two year,1,Auto-pay,0
C11223,31,27.71,One year,1,Auto-pay,0
C11224,66,71.97,Month-to-month,0,Manual,1
C11225,62,97.54,One year,2,Auto-pay,0
C11226,59,74.07,Month-to-month,0,Manual,0
C11227,39,116.29,Month-to-month,1,Auto-pay,0
C11228,31,20.0,Month-to-month,0,Manual,0
C11229,44,71.66,Month-to-month,3,Manual,0
C11230,56,67.52,Month-to-month,4,Manual,0
C11231,8,71.69,Month-to-month,0,Auto-pay,0
C11232,9,27.51,Month-to-month,2,Auto-pay,1
C11233,32,66.26,Two year,1,Manual,0
C11234,36,64.87,Month-to-month,0,Manual,0
C11235,14,82.3,Two year,0,Manual,1
C11236,5,107.95,One year,0,Manual,1
C11237,36,78.34,Month-to-month,1,Auto-pay,1
C11238,14,87.53,Month-to-month,0,Auto-pay,0
C11239,11,112.73,One year,0,Manual,1
C11240,26,110.68,Month-to-month,3,Manual,1
C11241,65,20.0,One year,3,Auto-pay,0
C11242,7,98.92,Month-to-month,0,Manual,0
C11243,33,98.73,Month-to-month,1,Auto-pay,0
C11244,64,67.13,One year,1,Manual,0
C11245,1,61.24,Month-to-month,1,Auto-pay,1
C11246,63,41.13,Month-to-month,5,Manual,0
C11247,56,20.0,Month-to-month,1,Manual,0
C11248,1,100.49,Month-to-month,1,Auto-pay,1
C11249,30,97.95,One year,1,Auto-pay,0
C11250,8,72.0,One year,3,Auto-pay,0
C11251,28,96.3,Two year,1,Auto-pay,0
C11252,67,105.71,One year,0,Manual,0
C11253,60,21.13,Two year,1,Manual,0
C11254,1,82.48,Month-to-month,3,Auto-pay,1
C11255,59,67.72,One year,2,Auto-pay,0
C11256,68,87.97,Two year,1,Auto-pay,0
C11257,46,80.59,Two year,3,Manual,0
C11258,41,98.1,Two year,2,Auto-pay,0
C11259,48,27.51,Month-to-month,4,Auto-pay,0
C11260,40,114.42,Month-to-month,0,Manual,1
C11261,18,59.29,Month-to-month,2,Auto-pay,1
C11262,3,70.97,Month-to-month,0,Manual,1
C11263,4,22.21,Month-to-month,2,Manual,1
C11264,26,71.89,Month-to-month,1,Auto-pay,1
C11265,53,74.45,Month-to-month,2,Manual,0
C11266,60,72.61,Month-to-month,1,Auto-pay,0
C11267,16,52.92,One year,0,Manual,0
C11268,23,38.41,Two year,0,Auto-pay,0
C11269,1,94.24,Month-to-month,3,Manual,0
C11270,65,22.89,Two year,4,Manual,0
C11271,12,99.14,Two year,2,Auto-pay,0
C11272,37,125.84,Month-to-month,1,Manual,1
C11273,5,141.5,Two year,1,Auto-pay,0
C11274,60,42.49,Month-to-month,0,Auto-pay,0
C11275,63,92.73,Month-to-month,1,Manual,0
C11276,56,58.12,Month-to-month,1,Auto-pay,0
C11277,13,111.74,One year,1,Auto-pay,0
C11278,33,86.79,Month-to-month,1,Auto-pay,0
C11279,68,66.23,Month-to-month,2,Manual,0
C11280,60,47.69,One year,2,Auto-pay,0
C11281,12,63.91,Two year,1,Auto-pay,0
C11282,62,54.77,One year,1,Manual,0
C11283,35,74.27,Month-to-month,0,Auto-pay,0
C11284,69,75.82,Two year,1,Auto-pay,0
C11285,30,58.36,Month-to-month,2,Manual,1
C11286,6,55.68,Two year,1,Manual,0
C11287,35,93.82,Month-to-month,2,Auto-pay,0
C11288,58,96.01,Two year,0,Auto-pay,0
C11289,60,50.62,Month-to-month,2,Auto-pay,0
C11290,48,73.36,Month-to-month,0,Manual,0
C11291,62,49.07,Two year,0,Manual,0
C11292,50,153.24,One year,0,Manual,0
C11293,42,46.78,One year,1,Manual,0
C11294,66,82.6,One year,2,Auto-pay,0
C11295,20,88.35,Month-to-month,2,Auto-pay,1
C11296,3,55.04,Month-to-month,2,Auto-pay,1
C11297,67,49.19,Month-to-month,3,Manual,0
C11298,54,66.62,One year,1,Manual,0
C11299,56,49.05,Month-to-month,1,Auto-pay,0
C11300,27,80.65,Month-to-month,3,Manual,0
C11301,37,49.51,Month-to-month,1,Auto-pay,0
C11302,43,79.4,Month-to-month,3,Auto-pay,1
C11303,46,20.0,Month-to-month,1,Auto-pay,0
C11304,17,50.79,Month-to-month,3,Auto-pay,1
C11305,28,62.4,Month-to-month,4,Manual,1
C11306,21,105.02,One year,3,Auto-pay,0
C11307,32,20.0,Month-to-month,2,Manual,1
C11308,44,105.46,Month-to-month,3,Manual,1
C11309,18,94.79,Month-to-month,2,Auto-pay,1
C11310,27,21.43,Month-to-month,0,Auto-pay,1
C11311,26,91.14,Two year,2,Auto-pay,0
C11312,22,47.1,Two year,1,Manual,1
C11313,58,92.14,Month-to-month,2,Manual,0
C11314,3,93.92,Month-to-month,1,Auto-pay,0
C11315,43,98.79,Month-to-month,0,Manual,1
C11316,11,57.86,One year,2,Manual,0
C11317,35,95.46,Month-to-month,0,Manual,0
C11318,44,121.2,Month-to-month,1,Manual,0
C11319,34,66.26,One year,2,Manual,0
C11320,29,70.07,One year,0,Manual,0
C11321,43,96.31,Month-to-month,1,Manual,1
C11322,3,20.0,Month-to-month,2,Auto-pay,0
C11323,65,45.55,One year,2,Manual,0
C11324,25,105.21,One year,0,Auto-pay,0
C11325,4,79.61,Month-to-month,1,Auto-pay,0
C11326,26,68.54,Two year,4,Manual,1
C11327,26,46.75,Month-to-month,3,Auto-pay,1
C11328,17,75.8,Month-to-month,1,Auto-pay,0
C11329,44,59.07,One year,1,Auto-pay,1
C11330,12,22.59,One year,4,Auto-pay,0
C11331,25,114.08,Two year,1,Manual,1
C11332,1,54.15,Month-to-month,3,Auto-pay,1
C11333,17,66.85,Two year,1,Manual,1
C11334,45,21.51,Month-to-month,2,Auto-pay,0
C11335,20,58.95,Month-to-month,0,Auto-pay,0
C11336,55,105.18,Two year,1,Auto-pay,0
C11337,36,102.93,Month-to-month,1,Auto-pay,0
C11338,17,75.76,One year,1,Auto-pay,0
C11339,19,56.26,One year,1,Manual,0
C11340,24,75.77,One year,0,Manual,0
C11341,39,90.17,Month-to-month,0,Auto-pay,0
C11342,64,30.09,Month-to-month,1,Auto-pay,0
C11343,18,82.52,Two year,1,Auto-pay,0
C11344,69,97.99,Month-to-month,0,Auto-pay,0
C11345,47,73.19,Month-to-month,1,Auto-pay,0
C11346,41,74.42,Month-to-month,1,Manual,1
C11347,23,53.21,Month-to-month,0,Auto-pay,0
C11348,29,83.92,Month-to-month,0,Auto-pay,0
C11349,55,123.25,Month-to-month,1,Auto-pay,0
C11350,71,117.19,Two year,3,Manual,0
C11351,36,57.73,Month-to-month,1,Auto-pay,1
C11352,5,63.76,One year,2,Auto-pay,1
C11353,41,115.97,One year,2,Auto-pay,0
C11354,21,92.85,Two year,3,Manual,0
C11355,55,92.25,Month-to-month,1,Manual,0
C11356,38,20.75,One year,2,Auto-pay,0
C11357,10,102.44,Month-to-month,3,Auto-pay,1
C11358,18,66.59,Two year,3,Manual,1
C11359,65,82.0,Two year,1,Auto-pay,0
C11360,66,53.84,Two year,1,Auto-pay,0
C11361,27,124.49,Month-to-month,0,Manual,1
C11362,38,45.75,Month-to-month,2,Manual,0
C11363,24,133.58,Two year,1,Auto-pay,0
C11364,64,75.86,One year,0,Auto-pay,0
C11365,61,69.98,Month-to-month,0,Auto-pay,1
C11366,24,48.51,Month-to-month,1,Auto-pay,0
C11367,18,59.32,Month-to-month,2,Auto-pay,1
C11368,12,68.9,One year,3,Auto-pay,0
C11369,55,79.04,Month-to-month,2,Manual,0
C11370,66,91.18,Two year,2,Auto-pay,0
C11371,38,68.74,One year,1,Auto-pay,0
C11372,34,91.16,Two year,2,Manual,0
C11373,27,110.48,Month-to-month,1,Manual,1
C11374,57,106.76,One year,0,Auto-pay,0
C11375,4,93.8,Two year,0,Auto-pay,0
C11376,23,90.01,One year,1,Manual,0
C11377,43,43.19,One year,1,Auto-pay,0
C11378,8,81.27,Month-to-month,0,Auto-pay,0
C11379,25,42.46,Month-to-month,3,Manual,1
C11380,45,105.51,One year,1,Auto-pay,0
C11381,25,83.66,Month-to-month,1,Auto-pay,0
C11382,19,108.89,Two year,0,Auto-pay,0
C11383,52,110.26,One year,2,Manual,0
C11384,66,88.23,Month-to-month,1,Manual,0
C11385,16,54.71,One year,1,Auto-pay,0
C11386,21,20.0,One year,2,Manual,0
C11387,16,91.28,One year,0,Auto-pay,0
C11388,21,69.96,One year,3,Manual,0
C11389,66,99.01,Month-to-month,1,Manual,0
C11390,54,95.95,Month-to-month,1,Manual,0
C11391,58,92.95,Two year,0,Auto-pay,0
C11392,27,82.41,Month-to-month,1,Manual,1
C11393,9,25.24,Month-to-month,3,Auto-pay,1
C11394,11,112.91,Two year,3,Auto-pay,0
C11395,67,37.29,Month-to-month,0,Auto-pay,0
C11396,17,55.58,Two year,3,Auto-pay,0
C11397,8,65.09,Month-to-month,2,Auto-pay,1
C11398,48,75.55,Month-to-month,2,Manual,0
C11399,23,65.43,One year,2,Auto-pay,0
C11400,9,58.33,Month-to-month,1,Auto-pay,0
C11401,25,99.08,Two year,6,Auto-pay,1
C11402,50,35.05,One year,3,Auto-pay,0
C11403,24,62.57,Month-to-month,1,Auto-pay,0
C11404,68,20.0,Two year,0,Auto-pay,0
C11405,32,44.07,Month-to-month,2,Manual,0
C11406,10,28.11,Month-to-month,1,Auto-pay,1
C11407,64,97.02,Month-to-month,1,Auto-pay,1
C11408,20,80.6,Month-to-month,2,Manual,0
C11409,26,50.73,One year,0,Auto-pay,0
C11410,25,20.0,Two year,1,Auto-pay,0
C11411,35,29.23,One year,4,Auto-pay,0
C11412,42,42.03,One year,0,Manual,0
C11413,41,64.18,Month-to-month,2,Auto-pay,0
C11414,46,97.73,One year,3,Manual,0
C11415,20,31.84,Month-to-month,0,Auto-pay,0
C11416,69,34.48,One year,0,Manual,0
C11417,34,24.72,Month-to-month,0,Auto-pay,0
C11418,70,75.08,Month-to-month,1,Manual,0
C11419,6,20.0,Month-to-month,0,Auto-pay,1
C11420,23,22.04,Month-to-month,2,Manual,0
C11421,59,89.14,One year,1,Auto-pay,0
C11422,15,120.72,Month-to-month,3,Manual,1
C11423,46,76.91,Month-to-month,3,Manual,0
C11424,18,65.58,Month-to-month,1,Auto-pay,0
C11425,59,140.34,Month-to-month,0,Auto-pay,0
C11426,44,59.35,Month-to-month,1,Auto-pay,0
C11427,36,59.45,Month-to-month,0,Auto-pay,0
C11428,20,58.91,One year,1,Auto-pay,1
C11429,66,120.02,Month-to-month,1,Manual,0
C11430,58,91.17,One year,3,Auto-pay,0
C11431,33,90.85,One year,2,Auto-pay,1
C11432,33,84.8,Month-to-month,1,Manual,0
C11433,55,61.3,Month-to-month,3,Auto-pay,0
C11434,1,65.3,Month-to-month,1,Auto-pay,1
C11435,56,46.06,Month-to-month,0,Manual,0
C11436,56,63.12,Month-to-month,2,Manual,1
C11437,53,83.48,Two year,1,Auto-pay,0
C11438,31,69.14,Month-to-month,1,Auto-pay,0
C11439,33,99.28,Month-to-month,0,Auto-pay,0
C11440,71,82.88,Two year,0,Auto-pay,0
C11441,50,80.69,One year,2,Auto-pay,0
C11442,55,48.96,Two year,0,Auto-pay,0
C11443,33,38.21,Month-to-month,2,Auto-pay,0
C11444,40,41.21,One year,5,Auto-pay,0
C11445,27,107.64,Two year,2,Auto-pay,0
C11446,9,23.19,Two year,0,Auto-pay,0
C11447,58,80.7,Month-to-month,0,Auto-pay,0
C11448,38,80.71,Month-to-month,3,Auto-pay,1
C11449,38,54.47,Month-to-month,0,Manual,0
C11450,44,73.92,One year,4,Manual,0
C11451,49,80.14,Month-to-month,1,Auto-pay,0
C11452,61,40.35,Month-to-month,2,Auto-pay,0
C11453,53,51.32,Month-to-month,1,Auto-pay,0
C11454,58,70.98,Month-to-month,2,Auto-pay,0
C11455,51,71.9,Two year,0,Auto-pay,0
C11456,67,32.34,Month-to-month,0,Auto-pay,0
C11457,9,75.1,Two year,1,Manual,1
C11458,51,76.23,Month-to-month,2,Auto-pay,1
C11459,9,102.47,One year,0,Auto-pay,0
C11460,35,71.84,Month-to-month,3,Auto-pay,1
C11461,4,60.39,Month-to-month,0,Auto-pay,1
C11462,30,95.51,Two year,2,Auto-pay,0
C11463,27,105.9,Month-to-month,1,Manual,1
C11464,34,30.94,Month-to-month,1,Auto-pay,1
C11465,60,56.73,Two year,0,Auto-pay,0
C11466,22,20.0,Month-to-month,1,Auto-pay,0
C11467,8,43.55,Two year,1,Manual,0
C11468,10,116.91,Month-to-month,0,Manual,1
C11469,57,40.12,Month-to-month,5,Manual,0
C11470,19,86.27,One year,2,Manual,0
C11471,27,84.59,Month-to-month,0,Manual,1
C11472,50,54.76,One year,0,Manual,0
C11473,63,58.64,Two year,3,Auto-pay,0
C11474,6,114.04,Month-to-month,1,Manual,1
C11475,55,100.57,One year,1,Manual,0
C11476,28,139.38,Month-to-month,2,Auto-pay,1
C11477,37,20.0,One year,1,Auto-pay,0
C11478,13,88.29,Month-to-month,3,Manual,1
C11479,9,20.0,Month-to-month,2,Auto-pay,0
C11480,49,71.01,Month-to-month,0,Manual,0
C11481,45,65.5,One year,1,Auto-pay,0
C11482,24,37.73,Month-to-month,4,Manual,1
C11483,26,53.95,Month-to-month,2,Manual,0
C11484,38,63.1,Month-to-month,0,Manual,0
C11485,32,85.19,Month-to-month,0,Manual,1
C11486,60,37.68,Month-to-month,3,Manual,1
C11487,16,49.94,Month-to-month,0,Manual,0
C11488,38,87.65,Month-to-month,1,Auto-pay,0
C11489,47,93.63,Month-to-month,0,Manual,0
C11490,22,150.95,Month-to-month,2,Manual,1
C11491,15,77.08,One year,1,Auto-pay,0
C11492,43,91.03,Month-to-month,3,Auto-pay,1
C11493,29,65.3,Month-to-month,2,Auto-pay,0
C11494,70,114.1,One year,6,Manual,0
C11495,15,44.04,One year,0,Auto-pay,0
C11496,41,70.01,Month-to-month,1,Manual,0
C11497,30,79.55,Two year,2,Manual,0
C11498,25,86.67,Month-to-month,1,Auto-pay,0
C11499,41,100.1,Month-to-month,0,Auto-pay,0
C11500,55,65.91,Two year,2,Manual,0
C11501,21,98.79,Month-to-month,0,Auto-pay,0
C11502,44,29.58,Two year,0,Auto-pay,0
C11503,60,79.57,One year,1,Auto-pay,0
C11504,69,20.0,Month-to-month,2,Manual,0
C11505,45,65.23,Month-to-month,0,Auto-pay,0
C11506,12,147.02,Two year,1,Auto-pay,0
C11507,60,79.99,Two year,1,Auto-pay,0
C11508,71,57.69,One year,1,Auto-pay,0
C11509,68,87.45,Month-to-month,2,Manual,0
C11510,50,70.58,One year,1,Auto-pay,0
C11511,9,38.26,Month-to-month,2,Manual,0
C11512,44,20.0,Month-to-month,2,Auto-pay,0
C11513,13,71.63,Two year,0,Auto-pay,0
C11514,55,66.16,Month-to-month,1,Auto-pay,0
C11515,4,64.39,One year,1,Auto-pay,0
C11516,11,97.32,Month-to-month,1,Auto-pay,1
C11517,50,113.76,One year,1,Auto-pay,0
C11518,19,94.34,Month-to-month,2,Manual,1
C11519,7,62.53,Month-to-month,0,Auto-pay,0
C11520,9,76.63,Month-to-month,0,Auto-pay,0
C11521,22,105.99,Two year,2,Auto-pay,0
C11522,35,99.34,Two year,1,Auto-pay,0
C11523,51,90.28,Month-to-month,0,Auto-pay,0
C11524,37,58.46,One year,1,Auto-pay,0
C11525,30,106.11,Month-to-month,1,Auto-pay,0
C11526,65,115.36,Month-to-month,1,Auto-pay,0
C11527,56,99.6,One year,0,Manual,0
C11528,32,163.3,Month-to-month,2,Auto-pay,0
C11529,71,97.47,Month-to-month,2,Manual,0
C11530,52,109.42,Month-to-month,2,Auto-pay,0
C11531,26,94.22,One year,1,Auto-pay,0
C11532,29,71.11,Two year,1,Auto-pay,0
C11533,6,39.72,Two year,0,Auto-pay,1
C11534,57,51.92,Two year,4,Auto-pay,0
C11535,43,52.23,One year,5,Manual,1
C11536,9,38.73,Month-to-month,2,Manual,0
C11537,11,66.4,Two year,2,Auto-pay,0
C11538,8,75.1,Month-to-month,0,Manual,0
C11539,12,110.74,Month-to-month,0,Auto-pay,1
C11540,23,38.84,Two year,0,Manual,0
C11541,54,101.76,One year,3,Auto-pay,0
C11542,71,83.04,One year,1,Auto-pay,0
C11543,30,86.3,One year,3,Manual,1
C11544,38,72.11,Two year,2,Manual,1
C11545,39,137.76,Month-to-month,4,Manual,1
C11546,47,51.41,Month-to-month,2,Manual,0
C11547,49,58.25,Two year,3,Auto-pay,0
C11548,7,78.53,Two year,3,Auto-pay,1
C11549,41,86.87,One year,1,Auto-pay,0
C11550,28,81.75,Month-to-month,1,Manual,0
C11551,58,73.5,Two year,1,Auto-pay,0
C11552,67,90.79,Two year,2,Auto-pay,0
C11553,26,93.05,Month-to-month,0,Manual,0
C11554,41,73.84,One year,0,Auto-pay,0
C11555,19,130.1,Two year,2,Manual,0
C11556,5,88.25,Month-to-month,0,Manual,1
C11557,11,66.73,Month-to-month,3,Auto-pay,1
C11558,61,112.3,Two year,3,Manual,0
C11559,23,20.0,One year,0,Manual,0
C11560,8,41.24,One year,2,Auto-pay,0
C11561,17,68.88,One year,4,Manual,0
C11562,44,39.66,Month-to-month,2,Auto-pay,0
C11563,31,99.1,Two year,2,Auto-pay,1
C11564,11,98.08,One year,1,Manual,0
C11565,34,123.93,Month-to-month,1,Auto-pay,0
C11566,62,57.67,One year,3,Auto-pay,0
C11567,33,92.02,One year,0,Auto-pay,0
C11568,70,113.39,One year,1,Manual,0
C11569,27,79.88,Month-to-month,2,Manual,1
C11570,19,104.58,Month-to-month,2,Manual,1
C11571,42,72.0,Month-to-month,2,Auto-pay,0
C11572,61,114.44,Month-to-month,0,Auto-pay,0
C11573,58,52.17,Two year,1,Manual,0
C11574,65,28.45,One year,2,Auto-pay,0
C11575,4,63.63,One year,2,Auto-pay,1
C11576,54,72.36,Month-to-month,1,Auto-pay,0
C11577,3,88.13,Month-to-month,0,Auto-pay,0
C11578,56,88.53,Two year,1,Auto-pay,0
C11579,19,53.72,Month-to-month,1,Auto-pay,0
C11580,50,45.04,One year,1,Auto-pay,0
C11581,28,123.79,Month-to-month,1,Auto-pay,0
C11582,5,70.87,Two year,0,Auto-pay,0
C11583,50,60.73,One year,1,Auto-pay,0
C11584,26,84.57,Two year,0,Manual,0
C11585,11,45.91,Two year,2,Manual,1
C11586,22,53.55,Month-to-month,3,Auto-pay,1
C11587,14,98.76,One year,2,Auto-pay,0
C11588,15,44.57,Month-to-month,1,Manual,0
C11589,32,35.12,One year,1,Auto-pay,0
C11590,33,64.33,Month-to-month,3,Auto-pay,1
C11591,24,82.77,Month-to-month,2,Auto-pay,1
C11592,19,116.24,One year,1,Auto-pay,0
C11593,59,85.22,Month-to-month,0,Auto-pay,1
C11594,38,90.48,Month-to-month,2,Auto-pay,0
C11595,17,44.32,One year,2,Auto-pay,0
C11596,35,80.6,Month-to-month,4,Manual,0
C11597,71,41.42,Two year,1,Manual,0
C11598,1,102.46,Month-to-month,3,Manual,0
C11599,66,78.41,Month-to-month,0,Manual,0
C11600,10,73.45,Month-to-month,2,Manual,1
C11601,18,90.17,Two year,3,Auto-pay,0
C11602,42,60.28,One year,3,Manual,0
C11603,16,60.45,Month-to-month,1,Manual,1
C11604,70,46.47,Month-to-month,0,Manual,1
C11605,53,128.43,One year,1,Manual,0
C11606,41,68.16,Two year,3,Manual,0
C11607,28,65.52,Month-to-month,3,Auto-pay,1
C11608,67,95.81,Two year,2,Auto-pay,0
C11609,26,75.35,One year,2,Manual,0
C11610,71,20.0,One year,3,Auto-pay,0
C11611,71,135.68,Month-to-month,1,Auto-pay,0
C11612,49,60.61,Month-to-month,1,Auto-pay,0
C11613,50,49.81,Month-to-month,2,Auto-pay,0
C11614,42,70.12,One year,2,Auto-pay,0
C11615,68,59.52,Month-to-month,2,Auto-pay,0
C11616,42,60.09,Month-to-month,0,Auto-pay,0
C11617,68,78.49,Month-to-month,2,Manual,0
C11618,15,20.0,Two year,1,Manual,0
C11619,31,97.04,Month-to-month,2,Auto-pay,0
C11620,12,103.62,Month-to-month,1,Auto-pay,0
C11621,1,24.31,Month-to-month,2,Auto-pay,0
C11622,22,88.67,Month-to-month,2,Auto-pay,1
C11623,67,49.32,One year,1,Auto-pay,0
C11624,24,61.87,One year,2,Auto-pay,0
C11625,59,85.55,One year,3,Manual,0
C11626,20,100.99,One year,1,Auto-pay,0
C11627,49,84.93,Month-to-month,1,Auto-pay,0
C11628,14,33.32,Month-to-month,1,Manual,1
C11629,35,76.92,One year,0,Auto-pay,0
C11630,54,89.68,Month-to-month,2,Manual,0
C11631,63,51.82,Month-to-month,2,Auto-pay,0
C11632,27,49.63,Month-to-month,0,Auto-pay,0
C11633,42,72.86,Month-to-month,0,Manual,0
C11634,42,92.21,Month-to-month,1,Manual,1
C11635,32,58.0,Two year,1,Manual,0
C11636,29,82.21,Month-to-month,5,Manual,1
C11637,67,37.18,Two year,2,Auto-pay,0
C11638,32,83.11,Month-to-month,0,Auto-pay,0
C11639,53,20.36,Month-to-month,3,Auto-pay,0
C11640,31,84.29,Month-to-month,1,Auto-pay,0
C11641,38,101.44,Month-to-month,0,Manual,0
C11642,41,69.99,Two year,4,Auto-pay,0
C11643,14,91.72,One year,1,Manual,0
C11644,17,82.36,Two year,0,Manual,1
C11645,49,33.69,Month-to-month,4,Auto-pay,0
C11646,70,39.57,Month-to-month,0,Auto-pay,0
C11647,49,64.14,Two year,1,Auto-pay,0
C11648,43,70.54,Month-to-month,2,Auto-pay,0
C11649,71,51.52,Month-to-month,1,Manual,0
C11650,50,38.39,One year,1,Auto-pay,0
C11651,63,20.0,Month-to-month,2,Auto-pay,0
C11652,25,125.21,One year,2,Auto-pay,0
C11653,58,126.14,Two year,2,Auto-pay,0
C11654,62,49.65,Month-to-month,3,Auto-pay,1
C11655,59,31.79,Month-to-month,4,Manual,0
C11656,27,118.65,Two year,0,Manual,1
C11657,53,20.0,Two year,0,Auto-pay,0
